ID,kind,number,harai,ninki
201906030311,ワイド,2 - 12br2 - 13br12 - 13,"1,140br2,040br1,830",6br30br20
201906030311,馬単,2 → 12,4550,7
201906030311,三連複,2 - 12 - 13,13120,30
201906030311,三連単,2 → 12 → 13,59280,109
201906030312,単勝,12,1810,5
201906030312,複勝,12br13br16,410br530br110,7br8br1
201906030312,枠連,6 - 7,3540,13
201906030312,馬連,12 - 13,15430,36
201906030312,ワイド,12 - 13br12 - 16br13 - 16,"3,680br700br930",38br4br7
201906030312,馬単,12 → 13,29060,62
201906030312,三連複,12 - 13 - 16,8420,27
201906030312,三連単,12 → 13 → 16,104690,292
201906030401,単勝,15,1680,7
201906030401,複勝,15br4br3,490br160br420,7br1br6
201906030401,枠連,2 - 8,2490,11
201906030401,馬連,4 - 15,2840,12
201906030401,ワイド,4 - 15br3 - 15br3 - 4,"920br3,780br920",11br33br10
201906030401,馬単,15 → 4,8130,33
201906030401,三連複,3 - 4 - 15,14860,41
201906030401,三連単,15 → 4 → 3,120060,314
201906030402,単勝,15,470,2
201906030402,複勝,15br10br12,160br110br230,3br1br5
201906030402,枠連,5 - 8,420,2
201906030402,馬連,10 - 15,460,2
201906030402,ワイド,10 - 15br12 - 15br10 - 12,250br960br440,2br12br4
201906030402,馬単,15 → 10,1090,3
201906030402,三連複,10 - 12 - 15,1910,7
201906030402,三連単,15 → 10 → 12,9070,27
201906030403,単勝,13,250,1
201906030403,複勝,13br10br1,110br120br140,1br2br3
201906030403,枠連,5 - 7,450,1
201906030403,馬連,10 - 13,370,1
201906030403,ワイド,10 - 13br1 - 13br1 - 10,190br260br280,1br3br4
201906030403,馬単,13 → 10,620,1
201906030403,三連複,1 - 10 - 13,520,1
201906030403,三連単,13 → 10 → 1,1700,1
201906030404,単勝,12,300,2
201906030404,複勝,12br1br2,150br190br260,2br3br6
201906030404,枠連,1 - 7,1080,5
201906030404,馬連,1 - 12,1240,3
201906030404,ワイド,1 - 12br2 - 12br1 - 2,"460br670br1,100",3br7br13
201906030404,馬単,12 → 1,1910,4
201906030404,三連複,1 - 2 - 12,3570,9
201906030404,三連単,12 → 1 → 2,14640,40
201906030405,単勝,1,350,2
201906030405,複勝,1br5br13,130br200br120,2br5br1
201906030405,枠連,1 - 3,720,3
201906030405,馬連,1 - 5,1590,6
201906030405,ワイド,1 - 5br1 - 13br5 - 13,430br200br460,3br1br6
201906030405,馬単,1 → 5,2260,6
201906030405,三連複,1 - 5 - 13,1160,3
201906030405,三連単,1 → 5 → 13,7750,11
201906030406,単勝,10,480,3
201906030406,複勝,10br7br8,150br120br120,4br2br1
201906030406,枠連,7 - 8,240,1
201906030406,馬連,7 - 10,1100,5
201906030406,ワイド,7 - 10br8 - 10br7 - 8,350br280br190,5br3br1
201906030406,馬単,10 → 7,2320,10
201906030406,三連複,7 - 8 - 10,670,2
201906030406,三連単,10 → 7 → 8,5590,16
201906030407,単勝,6,640,4
201906030407,複勝,6br3br7,220br140br330,5br1br6
201906030407,枠連,3 - 6,1390,7
201906030407,馬連,3 - 6,1340,6
201906030407,ワイド,3 - 6br6 - 7br3 - 7,"460br1,410br790",5br16br10
201906030407,馬単,6 → 3,2560,11
201906030407,三連複,3 - 6 - 7,5750,20
201906030407,三連単,6 → 3 → 7,27900,93
201906030408,単勝,5,240,1
201906030408,複勝,5br4br3,120br150br290,1br2br6
201906030408,枠連,4 - 5,430,2
201906030408,馬連,4 - 5,400,1
201906030408,ワイド,4 - 5br3 - 5br3 - 4,210br470br630,1br6br9
201906030408,馬単,5 → 4,680,1
201906030408,三連複,3 - 4 - 5,1090,3
201906030408,三連単,5 → 4 → 3,3560,6
201906030409,単勝,1,170,1
201906030409,複勝,1br10br8,110br190br140,1br4br2
201906030409,枠連,1 - 8,320,1
201906030409,馬連,1 - 10,1360,7
201906030409,ワイド,1 - 10br1 - 8br8 - 10,410br190br670,7br1br10
201906030409,馬単,1 → 10,1750,8
201906030409,三連複,1 - 8 - 10,1480,6
201906030409,三連単,1 → 10 → 8,6260,20
201906030410,単勝,8,160,1
201906030410,複勝,8br7br4,110br220br510,1br3br8
201906030410,馬連,7 - 8,690,2
201906030410,ワイド,7 - 8br4 - 8br4 - 7,"330br790br1,960",2br10br20
201906030410,馬単,8 → 7,860,3
201906030410,三連複,4 - 7 - 8,3610,12
201906030410,三連単,8 → 7 → 4,9180,30
201906030411,単勝,4,360,1
201906030411,複勝,4br2br11,"190br1,290br270",2br11br6
201906030411,枠連,2 - 3,9380,24
201906030411,馬連,2 - 4,12200,32
201906030411,ワイド,2 - 4br4 - 11br2 - 11,"3,510br530br7,040",38br4br49
201906030411,馬単,4 → 2,18360,55
201906030411,三連複,2 - 4 - 11,27760,77
201906030411,三連単,4 → 2 → 11,144230,394
201906030412,単勝,3,1130,5
201906030412,複勝,3br12br14,330br710br180,5br11br2
201906030412,枠連,2 - 6,3900,18
201906030412,馬連,3 - 12,12890,39
201906030412,ワイド,3 - 12br3 - 14br12 - 14,"3,690br850br1,250",42br8br12
201906030412,馬単,3 → 12,22820,68
201906030412,三連複,3 - 12 - 14,12370,39
201906030412,三連単,3 → 12 → 14,110730,361
201906030501,単勝,7,370,2
201906030501,複勝,7br4br1,120br160br110,2br4br1
201906030501,枠連,2 - 4,1660,6
201906030501,馬連,4 - 7,1530,5
201906030501,ワイド,4 - 7br1 - 7br1 - 4,390br150br260,6br1br2
201906030501,馬単,7 → 4,2430,7
201906030501,三連複,1 - 4 - 7,530,1
201906030501,三連単,7 → 4 → 1,5280,12
201906030502,単勝,10,170,1
201906030502,複勝,10br1br9,110br170br160,1br5br3
201906030502,枠連,1 - 7,620,3
201906030502,馬連,1 - 10,780,4
201906030502,ワイド,1 - 10br9 - 10br1 - 9,290br270br600,3br2br8
201906030502,馬単,10 → 1,1050,3
201906030502,三連複,1 - 9 - 10,1250,5
201906030502,三連単,10 → 1 → 9,4170,10
201906030503,単勝,13,130,1
201906030503,複勝,13br15br14,110br450br150,1br9br2
201906030503,枠連,7 - 8,1930,8
201906030503,馬連,13 - 15,2520,8
201906030503,ワイド,13 - 15br13 - 14br14 - 15,"810br200br2,260",9br1br24
201906030503,馬単,13 → 15,3450,11
201906030503,三連複,13 - 14 - 15,3100,10
201906030503,三連単,13 → 15 → 14,12440,32
201906030504,単勝,7,170,1
201906030504,複勝,7br13br5,110br140br140,1br2br3
201906030504,枠連,4 - 7,260,1
201906030504,馬連,7 - 13,280,1
201906030504,ワイド,7 - 13br5 - 7br5 - 13,150br220br360,1br2br5
201906030504,馬単,7 → 13,420,1
201906030504,三連複,5 - 7 - 13,600,1
201906030504,三連単,7 → 13 → 5,1440,1
201906030505,単勝,6,500,3
201906030505,複勝,6br8br2,170br180br190,2br3br4
201906030505,枠連,3 - 4,760,3
201906030505,馬連,6 - 8,2020,12
201906030505,ワイド,6 - 8br2 - 6br2 - 8,770br550br730,12br5br11
201906030505,馬単,6 → 8,3950,23
201906030505,三連複,2 - 6 - 8,2910,9
201906030505,三連単,6 → 8 → 2,18750,70
201906030506,単勝,8,710,3
201906030506,複勝,8br12br6,"290br1,220br390",3br9br5
201906030506,枠連,6 - 8,2340,9
201906030506,馬連,8 - 12,12180,24
201906030506,ワイド,8 - 12br6 - 8br6 - 12,"2,800br1,070br5,230",24br11br34
201906030506,馬単,8 → 12,18020,38
201906030506,三連複,6 - 8 - 12,43010,70
201906030506,三連単,8 → 12 → 6,251020,365
201906030507,単勝,1,960,4
201906030507,複勝,1br4br15,220br110br410,3br1br8
201906030507,枠連,1 - 2,380,1
201906030507,馬連,1 - 4,770,1
201906030507,ワイド,1 - 4br1 - 15br4 - 15,"350br2,640br940",1br31br8
201906030507,馬単,1 → 4,2170,7
201906030507,三連複,1 - 4 - 15,6210,18
201906030507,三連単,1 → 4 → 15,39140,108
201906030508,単勝,2,3520,8
201906030508,複勝,2br7br1,"820br1,220br220",7br9br3
201906030508,枠連,2 - 6,7460,20
201906030508,馬連,2 - 7,36490,46
201906030508,ワイド,2 - 7br1 - 2br1 - 7,"10,120br3,050br4,460",47br26br35
201906030508,馬単,2 → 7,78320,91
201906030508,三連複,1 - 2 - 7,81880,117
201906030508,三連単,2 → 7 → 1,946050,867
201906030509,単勝,11,440,2
201906030509,複勝,11br3br1,200br890br440,2br9br7
201906030509,枠連,3 - 8,11010,21
201906030509,馬連,3 - 11,10550,28
201906030509,ワイド,3 - 11br1 - 11br1 - 3,"2,670br1,050br4,710",28br16br36
201906030509,馬単,11 → 3,16150,56
201906030509,三連複,1 - 3 - 11,29710,72
201906030509,三連単,11 → 3 → 1,153840,399
201906030510,単勝,1,520,3
201906030510,複勝,1br4br8,180br140br210,3br2br5
201906030510,馬連,1 - 4,950,3
201906030510,ワイド,1 - 4br1 - 8br4 - 8,370br430br400,3br7br5
201906030510,馬単,1 → 4,1960,8
201906030510,三連複,1 - 4 - 8,1660,7
201906030510,三連単,1 → 4 → 8,8880,37
201906030511,単勝,1,1080,4
201906030511,複勝,1br3br4,310br190br190,4br3br2
201906030511,枠連,1 - 2,1990,9
201906030511,馬連,1 - 3,2770,8
201906030511,ワイド,1 - 3br1 - 4br3 - 4,820br990br510,6br11br3
201906030511,馬単,1 → 3,5650,20
201906030511,三連複,1 - 3 - 4,4540,12
201906030511,三連単,1 → 3 → 4,29230,85
201906030512,単勝,10,510,3
201906030512,複勝,10br8br6,170br160br150,3br2br1
201906030512,枠連,4 - 5,760,3
201906030512,馬連,8 - 10,1090,2
201906030512,ワイド,8 - 10br6 - 10br6 - 8,480br450br340,4br3br1
201906030512,馬単,10 → 8,2130,4
201906030512,三連複,6 - 8 - 10,1330,1
201906030512,三連単,10 → 8 → 6,6940,4
201906030601,単勝,15,210,1
201906030601,複勝,15br10br11,110br410br160,1br6br3
201906030601,枠連,5 - 8,1110,4
201906030601,馬連,10 - 15,1660,6
201906030601,ワイド,10 - 15br11 - 15br10 - 11,"670br260br1,370",9br2br14
201906030601,馬単,15 → 10,2200,8
201906030601,三連複,10 - 11 - 15,2770,9
201906030601,三連単,15 → 10 → 11,13510,39
201906030602,単勝,6,5600,9
201906030602,複勝,6br12br11,630br130br110,9br2br1
201906030602,枠連,5 - 8,7520,15
201906030602,馬連,6 - 12,9600,20
201906030602,ワイド,6 - 12br6 - 11br11 - 12,"1,690br1,120br190",19br14br1
201906030602,馬単,6 → 12,37750,58
201906030602,三連複,6 - 11 - 12,3450,10
201906030602,三連単,6 → 12 → 11,67320,163
201906030603,単勝,2,480,2
201906030603,複勝,2br1br6,140br170br110,2br4br1
201906030603,枠連,1 - 1,1890,7
201906030603,馬連,1 - 2,1960,8
201906030603,ワイド,1 - 2br2 - 6br1 - 6,450br170br300,6br1br3
201906030603,馬単,2 → 1,3240,11
201906030603,三連複,1 - 2 - 6,680,2
201906030603,三連単,2 → 1 → 6,7120,20
201906030604,単勝,3,770,4
201906030604,複勝,3br4br12,240br180br140,6br2br1
201906030604,枠連,2 - 3,600,3
201906030604,馬連,3 - 4,1960,7
201906030604,ワイド,3 - 4br3 - 12br4 - 12,750br690br440,8br6br3
201906030604,馬単,3 → 4,3750,13
201906030604,三連複,3 - 4 - 12,2920,7
201906030604,三連単,3 → 4 → 12,22070,69
201906030605,単勝,6,510,3
201906030605,複勝,6br1br16,"190br170br3,110",3br2br13
201906030605,枠連,1 - 3,380,1
201906030605,馬連,1 - 6,900,2
201906030605,ワイド,1 - 6br6 - 16br1 - 16,"370br12,270br7,480",2br63br52
201906030605,馬単,6 → 1,1950,5
201906030605,三連複,1 - 6 - 16,29210,73
201906030605,三連単,6 → 1 → 16,134380,354
201906030606,単勝,14,770,5
201906030606,複勝,14br13br3,290br670br200,5br8br2
201906030606,枠連,8 - 8,4830,17
201906030606,馬連,13 - 14,4700,17
201906030606,ワイド,13 - 14br3 - 14br3 - 13,"1,590br1,110br2,640",17br10br26
201906030606,馬単,14 → 13,9560,35
201906030606,三連複,3 - 13 - 14,19490,54
201906030606,三連単,14 → 13 → 3,131360,356
201906030607,単勝,5,880,5
201906030607,複勝,5br6br14,250br210br380,5br3br6
201906030607,枠連,3 - 3,2500,13
201906030607,馬連,5 - 6,2010,9
201906030607,ワイド,5 - 6br5 - 14br6 - 14,"680br1,370br950",7br20br15
201906030607,馬単,5 → 6,4320,17
201906030607,三連複,5 - 6 - 14,5760,20
201906030607,三連単,5 → 6 → 14,32720,122
201906030608,単勝,2,280,2
201906030608,複勝,2br5br11,120br110br160,2br1br4
201906030608,枠連,2 - 5,300,1
201906030608,馬連,2 - 5,290,1
201906030608,ワイド,2 - 5br2 - 11br5 - 11,170br420br360,1br5br4
201906030608,馬単,2 → 5,590,1
201906030608,三連複,2 - 5 - 11,780,2
201906030608,三連単,2 → 5 → 11,2590,4
201906030609,単勝,3,260,1
201906030609,複勝,3br4br7,130br350br180,1br7br3
201906030609,枠連,3 - 4,2300,12
201906030609,馬連,3 - 4,2540,12
201906030609,ワイド,3 - 4br3 - 7br4 - 7,820br390br870,12br2br13
201906030609,馬単,3 → 4,4080,17
201906030609,三連複,3 - 4 - 7,2830,8
201906030609,三連単,3 → 4 → 7,16200,56
201906030610,単勝,4,710,3
201906030610,複勝,4br7br3,190br430br150,3br9br1
201906030610,枠連,4 - 5,2480,10
201906030610,馬連,4 - 7,5860,22
201906030610,ワイド,4 - 7br3 - 4br3 - 7,"1,640br360br960",22br2br10
201906030610,馬単,4 → 7,10470,40
201906030610,三連複,3 - 4 - 7,3680,10
201906030610,三連単,4 → 7 → 3,32420,90
201906030611,単勝,13,1540,8
201906030611,複勝,13br11br12,390br180br390,7br1br8
201906030611,枠連,6 - 7,1370,5
201906030611,馬連,11 - 13,4330,18
201906030611,ワイド,11 - 13br12 - 13br11 - 12,"1,290br2,700br1,050",12br38br7
201906030611,馬単,13 → 11,10660,48
201906030611,三連複,11 - 12 - 13,12620,41
201906030611,三連単,13 → 11 → 12,94170,338
201906030612,単勝,15,980,6
201906030612,複勝,15br9br12,380br170br870,7br1br9
201906030612,枠連,5 - 8,630,1
201906030612,馬連,9 - 15,2090,8
201906030612,ワイド,9 - 15br12 - 15br9 - 12,"920br4,740br1,870",11br43br22
201906030612,馬単,15 → 9,4530,18
201906030612,三連複,9 - 12 - 15,17520,54
201906030612,三連単,15 → 9 → 12,77040,242
201906030701,単勝,8,270,1
201906030701,複勝,8br13br6,130br180br270,1br4br5
201906030701,枠連,4 - 7,810,3
201906030701,馬連,8 - 13,880,3
201906030701,ワイド,8 - 13br6 - 8br6 - 13,390br500br830,3br5br10
201906030701,馬単,8 → 13,1560,4
201906030701,三連複,6 - 8 - 13,2330,6
201906030701,三連単,8 → 13 → 6,10310,23
201906030702,単勝,10,170,1
201906030702,複勝,10br12br9,110br140br920,1br2br9
201906030702,枠連,7 - 8,250,1
201906030702,馬連,10 - 12,270,1
201906030702,ワイド,10 - 12br9 - 10br9 - 12,"180br1,480br2,470",1br17br24
201906030702,馬単,10 → 12,370,1
201906030702,三連複,9 - 10 - 12,3710,11
201906030702,三連単,10 → 12 → 9,8240,25
201906030703,単勝,2,390,2
201906030703,複勝,2br10br11,"180br490br3,100",2br7br11
201906030703,枠連,1 - 5,2880,11
201906030703,馬連,2 - 10,2910,8
201906030703,ワイド,2 - 10br2 - 11br10 - 11,"990br11,130br37,050",10br46br75
201906030703,馬単,2 → 10,4890,14
201906030703,三連複,2 - 10 - 11,171660,144
201906030703,三連単,2 → 10 → 11,563300,655
201906030704,単勝,6,110,1
201906030704,複勝,6br7br8,100br150br140,1br4br3
201906030704,枠連,5 - 6,250,1
201906030704,馬連,6 - 7,430,2
201906030704,ワイド,6 - 7br6 - 8br7 - 8,180br210br600,1br3br10
201906030704,馬単,6 → 7,470,2
201906030704,三連複,6 - 7 - 8,760,3
201906030704,三連単,6 → 7 → 8,1720,4
201906030705,単勝,11,290,2
201906030705,複勝,11br12br8,120br110br190,2br1br4
201906030705,枠連,6 - 6,340,1
201906030705,馬連,11 - 12,310,1
201906030705,ワイド,11 - 12br8 - 11br8 - 12,160br400br400,1br2br4
201906030705,馬単,11 → 12,710,2
201906030705,三連複,8 - 11 - 12,780,1
201906030705,三連単,11 → 12 → 8,3140,5
201906030706,単勝,5,1050,6
201906030706,複勝,5br4br10,220br110br160,6br1br3
201906030706,枠連,4 - 5,390,1
201906030706,馬連,4 - 5,1070,5
201906030706,ワイド,4 - 5br5 - 10br4 - 10,410br870br260,5br13br2
201906030706,馬単,5 → 4,3080,12
201906030706,三連複,4 - 5 - 10,1840,9
201906030706,三連単,5 → 4 → 10,16830,57
201906030707,単勝,5,370,3
201906030707,複勝,5br10br7,120br110br120,2br1br3
201906030707,枠連,5 - 8,480,2
201906030707,馬連,5 - 10,510,2
201906030707,ワイド,5 - 10br5 - 7br7 - 10,190br260br190,1br3br2
201906030707,馬単,5 → 10,1070,4
201906030707,三連複,5 - 7 - 10,390,1
201906030707,三連単,5 → 10 → 7,2620,6
201906030708,単勝,14,1080,7
201906030708,複勝,14br13br12,350br330br450,6br5br9
201906030708,枠連,8 - 8,3210,17
201906030708,馬連,13 - 14,3300,14
201906030708,ワイド,13 - 14br12 - 14br12 - 13,"940br1,860br1,610",10br28br21
201906030708,馬単,14 → 13,6950,29
201906030708,三連複,12 - 13 - 14,12690,49
201906030708,三連単,14 → 13 → 12,58990,213
201906030709,単勝,10,550,3
201906030709,複勝,10br5br7,150br200br210,2br4br5
201906030709,枠連,5 - 8,1520,7
201906030709,馬連,5 - 10,1550,7
201906030709,ワイド,5 - 10br7 - 10br5 - 7,430br470br700,6br8br10
201906030709,馬単,10 → 5,3250,14
201906030709,三連複,5 - 7 - 10,3160,12
201906030709,三連単,10 → 5 → 7,16950,60
201906030710,単勝,5,220,1
201906030710,複勝,5br4br10,110br180br150,1br4br2
201906030710,枠連,4 - 5,780,4
201906030710,馬連,4 - 5,780,3
201906030710,ワイド,4 - 5br5 - 10br4 - 10,330br270br650,3br1br8
201906030710,馬単,5 → 4,1230,3
201906030710,三連複,4 - 5 - 10,1310,2
201906030710,三連単,5 → 4 → 10,4810,7
201906030711,単勝,5,110,1
201906030711,複勝,5br3br4,110br320br200,1br5br4
201906030711,枠連,3 - 5,1430,4
201906030711,馬連,3 - 5,1390,4
201906030711,ワイド,3 - 5br4 - 5br3 - 4,"580br280br1,580",6br3br14
201906030711,馬単,5 → 3,1660,4
201906030711,三連複,3 - 4 - 5,2430,8
201906030711,三連単,5 → 3 → 4,7270,21
201906030712,単勝,14,2970,11
201906030712,複勝,14br6br8,880br240br330,12br2br4
201906030712,枠連,4 - 8,3740,18
201906030712,馬連,6 - 14,11250,44
201906030712,ワイド,6 - 14br8 - 14br6 - 8,"4,350br6,720br1,490",52br74br14
201906030712,馬単,14 → 6,26740,98
201906030712,三連複,6 - 8 - 14,55110,174
201906030712,三連単,14 → 6 → 8,325380,1014
201906030801,単勝,8,630,4
201906030801,複勝,8br15br16,150br130br130,3br1br2
201906030801,枠連,4 - 8,410,1
201906030801,馬連,8 - 15,1120,6
201906030801,ワイド,8 - 15br8 - 16br15 - 16,360br330br250,6br2br1
201906030801,馬単,8 → 15,2510,12
201906030801,三連複,8 - 15 - 16,1050,2
201906030801,三連単,8 → 15 → 16,7640,21
201906030802,単勝,13,500,3
201906030802,複勝,13br1br5,170br110br440,3br1br8
201906030802,枠連,1 - 7,390,1
201906030802,馬連,1 - 13,490,2
201906030802,ワイド,1 - 13br5 - 13br1 - 5,"290br1,680br810",2br20br8
201906030802,馬単,13 → 1,1350,4
201906030802,三連複,1 - 5 - 13,3180,9
201906030802,三連単,13 → 1 → 5,16190,49
201906030803,単勝,1,190,1
201906030803,複勝,1br13br8,110br330br250,1br6br4
201906030803,枠連,1 - 8,1450,6
201906030803,馬連,1 - 13,1860,6
201906030803,ワイド,1 - 13br1 - 8br8 - 13,"760br490br2,110",6br4br23
201906030803,馬単,1 → 13,2650,8
201906030803,三連複,1 - 8 - 13,4670,14
201906030803,三連単,1 → 13 → 8,19760,58
201906030804,単勝,1,210,1
201906030804,複勝,1br9br11,110br130br950,1br2br8
201906030804,枠連,1 - 7,300,1
201906030804,馬連,1 - 9,320,1
201906030804,ワイド,1 - 9br1 - 11br9 - 11,"190br1,890br2,390",1br15br19
201906030804,馬単,1 → 9,550,1
201906030804,三連複,1 - 9 - 11,5400,16
201906030804,三連単,1 → 9 → 11,15670,51
201906030805,単勝,2,530,2
201906030805,複勝,2br3br9,"160br120br1,270",2br1br9
201906030805,枠連,2 - 3,750,2
201906030805,馬連,2 - 3,720,2
201906030805,ワイド,2 - 3br2 - 9br3 - 9,"350br3,840br3,540",2br30br27
201906030805,馬単,2 → 3,1670,6
201906030805,三連複,2 - 3 - 9,13650,40
201906030805,三連単,2 → 3 → 9,60000,178
201906030806,単勝,13,750,5
201906030806,複勝,13br3br10,240br180br200,6br1br4
201906030806,枠連,2 - 7,760,1
201906030806,馬連,3 - 13,2090,10
201906030806,ワイド,3 - 13br10 - 13br3 - 10,770br730br730,9br5br6
201906030806,馬単,13 → 3,4270,20
201906030806,三連複,3 - 10 - 13,4190,11
201906030806,三連単,13 → 3 → 10,27300,98
201906030807,単勝,11,630,2
201906030807,複勝,11br9br5,140br140br110,3br2br1
201906030807,枠連,7 - 8,1060,5
201906030807,馬連,9 - 11,1440,6
201906030807,ワイド,9 - 11br5 - 11br5 - 9,350br240br180,5br2br1
201906030807,馬単,11 → 9,3190,12
201906030807,三連複,5 - 9 - 11,700,1
201906030807,三連単,11 → 9 → 5,8580,27
201906030808,単勝,10,2900,7
201906030808,複勝,10br1br2,"1,220br330br820",7br2br6
201906030808,枠連,1 - 7,5590,15
201906030808,馬連,1 - 10,6310,16
201906030808,ワイド,1 - 10br2 - 10br1 - 2,"1,710br4,160br1,010",18br33br12
201906030808,馬単,10 → 1,16950,39
201906030808,三連複,1 - 2 - 10,22180,53
201906030808,三連単,10 → 1 → 2,184220,337
201906030809,単勝,6,380,2
201906030809,複勝,6br11br1,170br340br240,2br6br4
201906030809,枠連,3 - 6,430,1
201906030809,馬連,6 - 11,2270,8
201906030809,ワイド,6 - 11br1 - 6br1 - 11,"920br630br1,260",9br5br14
201906030809,馬単,6 → 11,3610,13
201906030809,三連複,1 - 6 - 11,5290,15
201906030809,三連単,6 → 11 → 1,23840,63
201906030810,単勝,6,1390,6
201906030810,複勝,6br16br8,400br290br190,8br4br2
201906030810,枠連,3 - 8,4050,15
201906030810,馬連,6 - 16,6940,22
201906030810,ワイド,6 - 16br6 - 8br8 - 16,"1,930br1,180br970",24br15br9
201906030810,馬単,6 → 16,14370,47
201906030810,三連複,6 - 8 - 16,11440,41
201906030810,三連単,6 → 16 → 8,85800,275
201906030811,単勝,12,170,1
201906030811,複勝,12br7br4,110br200br160,1br4br2
201906030811,枠連,4 - 6,670,3
201906030811,馬連,7 - 12,950,3
201906030811,ワイド,7 - 12br4 - 12br4 - 7,360br270br660,3br2br5
201906030811,馬単,12 → 7,1140,3
201906030811,三連複,4 - 7 - 12,1480,2
201906030811,三連単,12 → 7 → 4,4390,5
201906030812,単勝,2,520,1
201906030812,複勝,2br1br5,190br410br250,1br9br4
201906030812,枠連,1 - 1,3930,17
201906030812,馬連,1 - 2,4080,15
201906030812,ワイド,1 - 2br2 - 5br1 - 5,"1,380br600br1,890",17br2br28
201906030812,馬単,2 → 1,7390,25
201906030812,三連複,1 - 2 - 5,9460,29
201906030812,三連単,2 → 1 → 5,53180,159
201906040101,単勝,4,120,1
201906040101,複勝,4br8br3,100br150br140,1br3br2
201906040101,枠連,4 - 7,350,1
201906040101,馬連,4 - 8,390,1
201906040101,ワイド,4 - 8br3 - 4br3 - 8,180br210br580,1br2br6
201906040101,馬単,4 → 8,480,1
201906040101,三連複,3 - 4 - 8,810,1
201906040101,三連単,4 → 8 → 3,1950,2
201906040102,単勝,5,1240,5
201906040102,複勝,5br3br1,"250br110br1,040",4br1br12
201906040102,枠連,2 - 3,690,3
201906040102,馬連,3 - 5,1110,4
201906040102,ワイド,3 - 5br1 - 5br1 - 3,"460br6,600br2,230",3br52br24
201906040102,馬単,5 → 3,3580,10
201906040102,三連複,1 - 3 - 5,15010,45
201906040102,三連単,5 → 3 → 1,92830,269
201906040103,単勝,6,750,4
201906040103,複勝,6br7br3,150br110br120,4br1br2
201906040103,馬連,6 - 7,890,4
201906040103,ワイド,6 - 7br3 - 6br3 - 7,270br310br150,4br5br1
201906040103,馬単,6 → 7,2130,9
201906040103,三連複,3 - 6 - 7,620,2
201906040103,三連単,6 → 7 → 3,6180,20
201906040104,単勝,1,160,1
201906040104,複勝,1br7br6,110br210br430,1br5br7
201906040104,枠連,1 - 7,330,1
201906040104,馬連,1 - 7,760,4
201906040104,ワイド,1 - 7br1 - 6br6 - 7,"360br720br1,890",4br10br24
201906040104,馬単,1 → 7,950,4
201906040104,三連複,1 - 6 - 7,4760,21
201906040104,三連単,1 → 7 → 6,12010,39
201906040105,単勝,4,200,1
201906040105,複勝,4br3br1,110br120br310,1br2br6
201906040105,馬連,3 - 4,390,1
201906040105,ワイド,3 - 4br1 - 4br1 - 3,170br490br840,1br8br12
201906040105,馬単,4 → 3,580,1
201906040105,三連複,1 - 3 - 4,1510,5
201906040105,三連単,4 → 3 → 1,3760,10
201906040106,単勝,8,420,2
201906040106,複勝,8br5br4,150br110br250,3br1br6
201906040106,枠連,5 - 8,340,1
201906040106,馬連,5 - 8,320,1
201906040106,ワイド,5 - 8br4 - 8br4 - 5,180br730br400,1br11br5
201906040106,馬単,8 → 5,830,3
201906040106,三連複,4 - 5 - 8,1040,3
201906040106,三連単,8 → 5 → 4,5080,14
201906040107,単勝,3,270,2
201906040107,複勝,3br6br1,110br160br110,2br4br1
201906040107,馬連,3 - 6,1380,6
201906040107,ワイド,3 - 6br1 - 3br1 - 6,340br140br390,4br1br6
201906040107,馬単,3 → 6,2190,9
201906040107,三連複,1 - 3 - 6,770,3
201906040107,三連単,3 → 6 → 1,5250,18
201906040108,単勝,11,1490,6
201906040108,複勝,11br12br8,300br110br120,6br1br2
201906040108,枠連,6 - 6,2230,8
201906040108,馬連,11 - 12,2190,9
201906040108,ワイド,11 - 12br8 - 11br8 - 12,730br770br210,8br9br1
201906040108,馬単,11 → 12,5740,21
201906040108,三連複,8 - 11 - 12,2140,5
201906040108,三連単,11 → 12 → 8,20830,49
201906040109,単勝,7,170,1
201906040109,複勝,7br1br8,110br150br260,1br3br5
201906040109,枠連,1 - 7,380,2
201906040109,馬連,1 - 7,390,2
201906040109,ワイド,1 - 7br7 - 8br1 - 8,200br380br780,2br6br10
201906040109,馬単,7 → 1,520,2
201906040109,三連複,1 - 7 - 8,1310,5
201906040109,三連単,7 → 1 → 8,3150,11
201906040110,単勝,1,620,3
201906040110,複勝,1br10br7,240br650br340,3br9br5
201906040110,枠連,1 - 8,3730,14
201906040110,馬連,1 - 10,7010,28
201906040110,ワイド,1 - 10br1 - 7br7 - 10,"2,200br900br3,010",29br11br33
201906040110,馬単,1 → 10,11080,41
201906040110,三連複,1 - 7 - 10,19710,67
201906040110,三連単,1 → 10 → 7,118280,366
201906040111,単勝,15,450,2
201906040111,複勝,15br6br14,150br270br140,2br6br1
201906040111,枠連,4 - 8,1100,5
201906040111,馬連,6 - 15,3040,11
201906040111,ワイド,6 - 15br14 - 15br6 - 14,840br300br590,10br1br6
201906040111,馬単,15 → 6,5100,20
201906040111,三連複,6 - 14 - 15,2400,5
201906040111,三連単,15 → 6 → 14,18020,47
201906040112,単勝,5,510,2
201906040112,複勝,5br2br4,220br370br410,2br5br6
201906040112,枠連,1 - 3,1630,5
201906040112,馬連,2 - 5,4000,12
201906040112,ワイド,2 - 5br4 - 5br2 - 4,"1,120br1,330br1,780",12br13br20
201906040112,馬単,5 → 2,6620,20
201906040112,三連複,2 - 4 - 5,13660,42
