,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),ID,corner1_diff,corner2_diff,corner3_diff,corner4_diff,condition,racename,racestart,racekind,raceweather,racefieldconditin
7,8,4,5,マレキアーレ,牝3,51.0,▲団野,1:47.8,クビ,7.0,15.0,39.8,4-5-8-10,栗東池添学,490(+2),201901010403,4.8,6.3,5.7,10.2,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
8,9,6,10,シックザール,牡3,56.0,柴山,1:48.3,3,5.0,11.6,40.6,4-4-5-6,栗東佐々木,488(+2),201901010403,5.1,4.8,3.6,6.6,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
9,10,5,8,ジェミーウェイ,牝3,51.0,▲菅原明,1:48.8,3,12.0,102.9,40.8,6-5-8-12,美浦伊藤圭,472(+18),201901010403,6.8999999999999995,6.8999999999999995,6.0,12.0,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
10,11,5,7,ベストマジック,牡3,56.0,池添,1:48.9,1/2,3.0,4.5,41.4,1-2-3-9,美浦手塚,500(-6),201901010403,0.3,0.3,1.8,8.7,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
11,12,6,9,マカルーテソーロ,牡3,56.0,黛,1:49.2,1.3/4,13.0,185.1,40.1,13-13-14-13,美浦奥平,496(+8),201901010403,16.2,18.0,15.3,15.0,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
12,13,3,3,バブリン,牝3,54.0,的場,1:49.3,3/4,14.0,280.9,40.5,8-8-13-13,美浦的場,444(+6),201901010403,8.399999999999999,8.399999999999999,12.3,15.3,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
13,14,2,2,シードラゴン,牝3,54.0,藤岡佑,1:49.6,1.3/4,4.0,8.1,42.3,2-1-2-4,栗東吉村,424(-10),201901010403,0,0,0,4.8,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
0,1,6,9,モイ,牝3,54.0,ルメー,2:01.4,,1.0,3.3,35.7,12-12-10-8,栗東寺島,384(-4),201901010404,17.1,16.200000000000003,9.9,5.999999999999999,B,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
1,2,5,7,レッドアクトレス,牝3,54.0,荻野極,2:01.5,1/2,6.0,10.2,36.2,7-7-6-4,栗東藤原英,420(-8),201901010404,9.6,9.9,6.6,2.3999999999999995,C,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
2,3,7,11,アークロイヤル,牝3,54.0,岩田康,2:01.7,1.1/4,8.0,18.9,35.7,13-13-13-11,栗東今野,406(+2),201901010404,20.1,17.700000000000003,13.200000000000001,9.0,D,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
3,4,3,3,アリスブルー,牝3,54.0,丹内,2:01.9,1.1/4,3.0,5.4,37.0,2-2-2-1,美浦相沢,462(+24),201901010404,3.3,3.3,1.8,0.3,B,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
4,5,8,13,ベルファーリング,牝3,54.0,藤岡佑,2:02.1,1.1/2,4.0,8.3,37.1,5-5-4-2,栗東矢作,438(+2),201901010404,6.6,6.6,3.3,0.6,B,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
5,6,4,5,コルネット,牝3,51.0,▲団野,2:02.1,クビ,9.0,25.6,36.5,8-7-8-10,栗東平田,404(-2),201901010404,11.1,9.6,8.1,7.499999999999999,B,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
6,7,1,1,アキノコマチ,牝3,54.0,松岡,2:02.3,1.1/4,2.0,4.0,37.6,1-1-1-2,美浦田中剛,420(-8),201901010404,0,0,0,0,C,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
7,8,8,12,メイショウサガノ,牝3,54.0,池添,2:02.5,3/4,12.0,168.0,36.9,9-9-8-6,栗東湯窪,514(+6),201901010404,12.6,11.700000000000001,8.4,4.199999999999999,C,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
8,9,2,2,クリムゾンスター,牝3,54.0,石川,2:02.5,アタマ,7.0,12.9,37.6,2-2-2-4,美浦手塚,434(+8),201901010404,3.0,3.0,1.5,2.0999999999999996,D,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
9,10,7,10,デルマトリアノン,牝3,54.0,横山和,2:02.9,2.1/2,13.0,171.6,37.5,5-5-6-8,美浦小野,442(-6),201901010404,6.3,6.3,6.3,5.699999999999999,D,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
10,11,6,8,ハルノナゴリ,牝3,54.0,藤懸,2:03.0,クビ,11.0,125.2,37.2,10-9-12-13,栗東高橋忠,428(+4),201901010404,14.1,11.4,11.700000000000001,10.8,C,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
11,12,5,6,ラヴアフェアー,牝3,51.0,▲菅原明,2:03.1,3/4,10.0,107.4,37.4,11-11-10-11,美浦古賀慎,410(+6),201901010404,15.6,14.700000000000001,10.200000000000001,9.3,C,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
12,13,4,4,デイアフターデイ,牝3,53.0,☆横山武,2:03.6,3,5.0,9.2,38.5,4-4-5-6,栗東中内田,406(0),201901010404,4.8,4.8,4.8,3.8999999999999995,B,3歳未勝利,11:25発走,芝2000m(右,天候:晴,馬場:良
0,1,5,5,アールクインダム,牝2,53.0,☆横山武,1:52.3,,3.0,9.6,34.9,1-1-1-1,美浦伊藤大,470(0),201901010405,0,0,0,0,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
1,2,6,6,メリディアンローグ,牡2,54.0,ルメー,1:52.4,1/2,1.0,1.4,34.8,3-4-3-2,美浦藤沢和,474(0),201901010405,3.3,4.5,2.1,1.8,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
2,3,1,1,ネブロシティ,牡2,54.0,藤岡佑,1:52.5,1/2,2.0,3.9,34.9,3-3-3-4,栗東高野,478(0),201901010405,3.0,3.0,1.8,3.3,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
3,4,7,7,アッカレッツァーレ,牡2,54.0,松田,1:52.8,2,6.0,35.3,35.1,5-5-5-5,美浦黒岩,474(0),201901010405,5.1,6.3,3.9,4.8,C,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
4,5,3,3,ヒシエレガンス,牡2,54.0,藤岡康,1:52.8,ハナ,5.0,16.2,35.0,5-5-5-6,美浦堀,476(0),201901010405,4.8,6.0,3.6,6.3,D,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
5,6,4,4,グレイスフルダンス,牝2,54.0,岩田康,1:53.5,4,4.0,14.8,35.3,8-9-9-7,美浦斎藤誠,490(0),201901010405,8.7,9.6,7.2,7.8,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
6,7,8,8,キタノストロング,牡2,54.0,加藤,1:53.5,ハナ,7.0,55.2,36.0,2-2-2-2,栗東中尾,450(0),201901010405,1.5,1.5,0.3,1.5,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
7,8,2,2,クリノテッパン,牡2,54.0,石川,1:54.1,4,8.0,109.5,36.0,8-7-7-8,美浦天間,474(0),201901010405,8.399999999999999,7.8,5.4,9.3,C,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
8,9,8,9,ファーステストクー,牝2,54.0,丹内,1:54.8,4,9.0,128.8,36.8,5-7-7-8,美浦南田,464(0),201901010405,5.3999999999999995,8.1,5.7,9.600000000000001,C,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
0,1,5,5,ダノンチャンス,セ5,57.0,ルメー,0:58.6,,1.0,1.9,35.4,2-2,美浦田中博,502(-6),201901010406,0.0,0.0,0.3,0.3,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
1,2,3,3,メイショウメイリン,牡3,51.0,▲団野,0:58.6,クビ,3.0,6.8,35.3,3-3,栗東西園,452(-2),201901010406,0.0,0.0,1.8,3.3,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
2,3,4,4,セイウンコービー,牡3,54.0,岩田康,0:58.7,1/2,4.0,11.4,34.8,7-6,栗東森,518(-6),201901010406,0.0,0.0,8.1,6.8999999999999995,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
3,4,8,12,メイショウゼッケイ,牝3,49.0,▲菅原明,0:59.1,2.1/2,2.0,5.3,35.7,4-3,栗東梅田,430(+16),201901010406,0.0,0.0,3.5999999999999996,3.5999999999999996,C,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
4,5,5,6,スマートモリガン,牝3,51.0,☆横山武,0:59.4,1.1/2,6.0,15.3,35.8,6-6,栗東寺島,472(0),201901010406,0.0,0.0,5.1,6.6,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
5,6,7,9,コスモコレクション,牡6,57.0,丹内,0:59.4,クビ,11.0,73.5,35.4,8-9,美浦田島,490(+4),201901010406,0.0,0.0,9.6,9.899999999999999,C,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
6,7,6,8,メガポリゴン,牡5,57.0,黛,0:59.7,1.3/4,10.0,55.0,35.3,10-10,美浦宗像,532(-10),201901010406,0.0,0.0,13.200000000000001,11.399999999999999,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
7,8,1,1,キュウドウクン,牡3,54.0,勝浦,0:59.8,クビ,5.0,13.3,36.7,1-1,栗東森,466(-4),201901010406,0.0,0.0,0,0,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
8,9,8,11,サウンドストリート,牡5,57.0,柴山,0:59.8,クビ,9.0,36.5,35.3,12-10,美浦和田郎,452(-10),201901010406,0.0,0.0,14.700000000000001,11.7,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
9,10,2,2,トップギア,牡4,57.0,荻野極,0:59.9,クビ,12.0,235.9,35.5,10-12,美浦小桧山,452(+10),201901010406,0.0,0.0,12.9,13.2,C,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
10,11,6,7,ユニキャラ,牝3,52.0,横山典,0:59.9,クビ,7.0,16.9,36.4,4-5,栗東中竹,484(-8),201901010406,0.0,0.0,3.3,5.1,C,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
11,12,7,10,コトブキハウンド,牡4,57.0,原田和,1:00.1,1,8.0,21.2,36.1,8-8,美浦金成,478(-6),201901010406,0.0,0.0,9.9,8.399999999999999,B,3歳以上1勝クラス,12:45発走,ダ1000m(右),天候:晴,馬場:良
0,1,8,8,ボスジラ,牡3,54.0,ルメー,2:41.6,,1.0,2.1,35.1,2-2-1-1,美浦国枝,512(+8),201901010407,0.3,0.3,0.3,0,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
1,2,6,6,フラッグサルート,牝4,55.0,池添,2:42.2,4,5.0,12.9,35.3,7-7-6-5,栗東浜田,446(+4),201901010407,6.8999999999999995,6.8999999999999995,4.199999999999999,4.8,C,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
2,3,4,4,サンサルドス,牡3,54.0,藤岡佑,2:42.3,クビ,2.0,3.0,35.7,3-3-2-2,栗東安田隆,534(+4),201901010407,1.8,1.8,0.6,1.8,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
3,4,7,7,マコトジュズマル,牡3,54.0,岩田康,2:42.7,2.1/2,3.0,6.5,35.9,4-4-4-4,栗東鮫島,484(+12),201901010407,3.3,3.3,2.0999999999999996,3.3,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
4,5,3,3,ブルーノバローズ,牡3,54.0,菱田,2:42.9,1,4.0,7.2,36.4,1-1-2-2,栗東角田,466(+4),201901010407,0,0,0,1.5,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
5,6,5,5,イクヨロブロイ,牡4,57.0,勝浦,2:43.2,2,8.0,58.3,36.0,7-7-8-8,美浦浅野,474(-4),201901010407,6.6,6.6,5.699999999999999,8.1,C,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
6,7,2,2,リードザフィールド,牡5,57.0,石川,2:43.3,1/2,6.0,27.5,36.0,9-9-8-8,美浦大江原,452(-2),201901010407,8.399999999999999,8.399999999999999,5.999999999999999,8.4,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
7,8,1,1,クラウドスケープ,牡3,54.0,藤岡康,2:43.5,1.1/4,7.0,29.9,36.5,5-5-6-6,栗東矢作,466(-8),201901010407,4.8,4.8,3.8999999999999995,6.3,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
8,9,8,9,ウインリベロ,牡4,57.0,黛,2:43.9,2.1/2,9.0,92.8,37.1,5-5-4-6,美浦水野,438(+10),201901010407,5.1,5.1,2.3999999999999995,6.6,B,3歳以上1勝クラス,13:15発走,芝2600m(右,天候:晴,馬場:良
0,1,8,12,ベイコート,牝3,52.0,石川,1:44.7,,2.0,3.4,36.7,3-4-2-1,栗東高橋忠,490(-8),201901010408,2.1,3.3,0.6,0,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
1,2,1,1,シネマソングス,牝4,55.0,藤岡佑,1:44.9,1.1/4,4.0,6.5,36.9,7-7-2-2,美浦小笠,428(+10),201901010408,5.4,8.1,0.8999999999999999,0.3,C,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
2,3,6,7,チビノヴァルタン,牝6,55.0,ルメー,1:45.5,3.1/2,3.0,4.7,37.2,5-5-6-4,美浦栗田,446(-6),201901010408,3.6,5.1,4.2,3.5999999999999996,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
3,4,5,5,クールデザイン,牝5,52.0,▲菅原明,1:45.5,クビ,6.0,31.9,37.4,12-12-5-4,栗東平田,456(-4),201901010408,11.7,17.4,2.4,3.8999999999999995,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
4,5,7,10,ショウナンマシェリ,牝6,55.0,岩田康,1:45.9,2,1.0,2.7,37.9,2-2-1-3,栗東梅田,466(-2),201901010408,0.3,1.8,0.3,1.8,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
5,6,5,6,ロッタラブ,牝5,55.0,柴山,1:46.2,2,11.0,70.0,38.0,3-5-6-4,栗東加用,480(-2),201901010408,1.8,4.8,3.9,3.3,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
6,7,4,4,フクキタル,牝4,55.0,横山和,1:46.3,3/4,7.0,32.9,37.9,11-11-8-7,美浦竹内,466(-2),201901010408,10.2,14.4,6.3,5.699999999999999,D,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
7,8,2,2,ミッキーマンドリン,牝4,54.0,☆横山武,1:46.3,アタマ,9.0,34.8,37.8,9-9-8-7,美浦萩原,468(+6),201901010408,7.2,11.1,6.0,5.3999999999999995,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
8,9,8,11,クリノアスコット,牝4,52.0,▲団野,1:47.4,7,8.0,34.6,38.5,7-8-11-10,栗東渡辺,436(+4),201901010408,5.7,9.6,9.3,10.2,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
9,10,7,9,ミルメルシー,牝3,52.0,池添,1:48.0,3.1/2,5.0,14.8,40.0,5-1-2-9,栗東安達,458(-2),201901010408,3.9,0,0,7.199999999999999,B,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
10,11,6,8,キララアモーレ,牝3,52.0,菱田,1:48.1,クビ,10.0,39.5,39.3,10-9-11-11,栗東今野,482(+20),201901010408,8.7,11.4,9.600000000000001,13.2,D,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
11,12,3,3,ファーベライト,牝4,55.0,勝浦,1:48.7,3.1/2,12.0,152.2,40.2,1-2-8-12,美浦高橋裕,488(+8),201901010408,0,1.5,5.7,14.7,C,3歳以上1勝クラス,13:45発走,ダ1700m(右),天候:晴,馬場:良
0,1,1,1,ヴァリアント,牡3,54.0,ルメー,1:08.7,,2.0,3.3,35.0,2-2,栗東西浦,468(-2),201901010409,0.0,0.0,1.5,1.5,B,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
1,2,6,7,タイキラトナンジュ,牡7,54.0,▲菅原明,1:08.9,1,9.0,56.9,34.2,8-8,美浦萱野,456(-6),201901010409,0.0,0.0,8.399999999999999,8.1,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
2,3,2,2,ジュブリーユ,牝5,55.0,丹内,1:08.9,クビ,5.0,15.0,34.9,4-4,美浦牧,490(0),201901010409,0.0,0.0,3.3,3.3,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
3,4,6,6,キタイ,牝3,52.0,横山典,1:09.1,1,4.0,6.8,35.6,1-1,美浦杉浦,474(-16),201901010409,0.0,0.0,0,0,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
4,5,7,8,クルークヴァール,牡4,57.0,池添,1:09.7,3.1/2,1.0,2.3,36.0,2-2,栗東浅見,464(-2),201901010409,0.0,0.0,1.8,1.8,B,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
5,6,8,10,エンパイアシュアー,牡3,54.0,黛,1:09.8,1/2,11.0,164.9,34.8,9-10,美浦和田雄,470(+22),201901010409,0.0,0.0,11.399999999999999,12.6,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
6,7,7,9,サンドスピーダー,牡4,54.0,▲団野,1:09.8,クビ,6.0,22.4,35.8,4-5,美浦和田勇,452(0),201901010409,0.0,0.0,3.8999999999999995,5.1,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
7,8,5,5,アールランペイジ,牡3,53.0,☆横山武,1:09.9,クビ,3.0,5.5,34.9,9-9,美浦伊藤大,504(+6),201901010409,0.0,0.0,11.7,11.1,B,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
8,9,4,4,ヒラソール,セ3,54.0,荻野極,1:10.1,1.1/2,7.0,29.5,36.2,4-5,栗東加用,452(-12),201901010409,0.0,0.0,3.5999999999999996,4.8,B,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
9,10,8,11,ソフトポジション,牡4,57.0,古川,1:10.1,クビ,8.0,40.7,35.9,7-7,栗東山内,468(+2),201901010409,0.0,0.0,5.3999999999999995,6.6,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
10,11,3,3,ミツオサウスポー,牡4,57.0,横山和,1:10.1,アタマ,10.0,158.1,34.8,11-11,美浦大江原,522(0),201901010409,0.0,0.0,14.7,15.6,C,3歳以上1勝クラス,14:15発走,芝1200m(右,天候:晴,馬場:良
0,1,7,10,リープフラウミルヒ,牝4,52.0,丹内,1:46.7,,6.0,17.5,34.9,6-5-3-3,美浦相沢,418(-10),201901010410,5.1,3.6,2.1,2.1,C,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
1,2,2,2,レッドベルローズ,牝4,53.0,石川,1:47.0,1.3/4,3.0,6.6,35.5,2-2-2-1,美浦鹿戸,474(-6),201901010410,1.5,0.3,0.3,0.3,C,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
2,3,5,7,トーセンスーリヤ,牡4,56.0,荻野極,1:47.0,クビ,4.0,7.7,35.0,6-7-8-5,美浦小野,460(-10),201901010410,5.3999999999999995,5.4,4.8,3.9,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
3,4,1,1,ムーンレイカー,牡4,56.0,池添,1:47.2,1.1/4,2.0,5.4,35.5,5-3-3-3,栗東池添兼,466(-2),201901010410,3.6,1.8,1.8,1.8,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
4,5,4,5,ケージーキンカメ,牡8,53.0,古川,1:47.2,アタマ,11.0,90.4,35.1,8-8-8-5,栗東飯田雄,488(-4),201901010410,6.8999999999999995,6.9,4.5,3.6,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
5,6,6,8,ドゥオーモ,牡6,54.0,藤岡佑,1:47.3,1/2,5.0,9.1,35.2,13-13-8-8,栗東野中,478(+2),201901010410,13.5,14.700000000000001,5.3999999999999995,7.5,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
6,7,4,4,モンファロン,牡4,53.0,菱田,1:47.3,ハナ,12.0,136.1,35.1,10-10-12-8,栗東高橋忠,460(-10),201901010410,8.7,9.9,6.8999999999999995,6.9,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
7,8,7,11,サトノフォース,牡3,53.0,ルメー,1:47.8,3,1.0,2.0,35.7,8-9-8-11,美浦藤沢和,452(+2),201901010410,7.199999999999999,8.4,5.1,9.0,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
8,9,3,3,パッションチカ,牝5,51.0,加藤,1:48.1,1.3/4,13.0,149.4,36.6,1-1-1-2,栗東田所,448(0),201901010410,0,0,0,0,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
9,10,6,9,ウインスラーヴァ,牡4,54.0,横山武,1:48.4,1.3/4,9.0,49.8,36.7,2-3-3-7,美浦上原,470(-12),201901010410,1.8,2.1,2.4,5.4,C,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
10,11,8,12,イチダイ,牡6,56.0,的場,1:48.4,クビ,8.0,32.7,36.6,10-10-3-8,美浦柄崎,538(+6),201901010410,9.0,10.200000000000001,2.9999999999999996,7.2,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
11,12,5,6,ロジスカーレット,牡4,54.0,勝浦,1:48.5,1/2,10.0,60.1,36.2,12-12-12-12,美浦国枝,440(0),201901010410,10.5,13.200000000000001,7.199999999999999,10.8,B,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
12,13,8,13,ローリングタワー,牡5,53.0,松岡,1:50.3,大,7.0,28.7,38.5,2-5-3-12,美浦伊藤伸,440(-6),201901010410,2.1,3.9,2.6999999999999997,10.5,C,藻岩山特別,14:50発走,芝1800m(右,天候:晴,馬場:良
0,1,6,11,リナーテ,牝5,54.0,ルメー,1:07.9,,1.0,2.3,33.4,9-8,栗東須貝,496(+8),201901010411,0.0,0.0,10.2,8.700000000000001,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
1,2,5,10,ライトオンキュー,牡4,54.0,古川,1:08.1,1.1/4,4.0,7.1,33.9,6-6,栗東昆,516(+4),201901010411,0.0,0.0,6.8999999999999995,6.6,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
2,3,1,1,ダイメイフジ,牡5,56.0,松岡,1:08.1,クビ,5.0,10.2,34.2,4-4,栗東森田,524(+10),201901010411,0.0,0.0,4.8,3.3,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
3,4,4,7,レコードチェイサー,牝3,48.0,菅原明,1:08.2,1/2,8.0,29.6,34.4,3-3,美浦伊藤圭,434(-2),201901010411,0.0,0.0,3.3,1.8,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
4,5,3,6,クリーンファンキー,牝6,52.0,横山武,1:08.3,1/2,11.0,47.6,33.8,9-8,美浦鈴木伸,492(-6),201901010411,0.0,0.0,9.899999999999999,8.1,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
5,6,8,15,パラダイスガーデン,牝7,50.0,団野,1:08.4,1/2,10.0,40.3,33.3,14-14,美浦粕谷,498(0),201901010411,0.0,0.0,16.5,13.500000000000002,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
6,7,5,9,タイムトリップ,牡5,54.0,柴山,1:08.4,ハナ,7.0,19.3,34.0,8-8,美浦菊川,504(+2),201901010411,0.0,0.0,8.399999999999999,8.4,C,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
7,8,8,16,ショウナンタイガ,牡3,50.0,加藤,1:08.4,ハナ,6.0,14.7,34.5,4-5,栗東池添兼,466(-10),201901010411,0.0,0.0,5.1,4.8,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
8,9,3,5,アスタールビー,牝3,48.0,竹之下,1:08.4,アタマ,3.0,6.8,34.9,2-2,栗東南井,436(0),201901010411,0.0,0.0,0.3,0.3,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
9,10,6,12,サフランハート,牡6,54.0,勝浦,1:08.4,クビ,15.0,106.0,33.6,12-11,栗東北出,456(-6),201901010411,0.0,0.0,13.2,10.200000000000001,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
10,11,2,4,スビールアスール,牝5,51.0,荻野極,1:08.5,1/2,12.0,55.4,35.1,1-1,美浦武藤,484(-10),201901010411,0.0,0.0,0,0,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
11,12,7,13,マイネルパラディ,セ5,52.0,丹内,1:08.6,1/2,14.0,74.3,34.0,11-12,栗東田所,456(-6),201901010411,0.0,0.0,11.7,11.700000000000001,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
12,13,2,3,オールインワン,牡6,53.0,藤岡康,1:08.7,3/4,16.0,127.5,34.5,6-6,栗東浜田,498(+8),201901010411,0.0,0.0,6.6,6.3,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
13,14,7,14,エメラルエナジー,牡7,52.0,石川,1:08.7,ハナ,13.0,70.4,33.9,12-12,美浦相沢,500(-6),201901010411,0.0,0.0,13.5,12.000000000000002,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
14,15,1,2,ダイトウキョウ,牡7,52.0,菱田,1:09.4,4,9.0,35.3,34.0,15-15,美浦戸田,462(-8),201901010411,0.0,0.0,19.5,19.5,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
15,中止,4,8,ジョーマンデリン,牝3,49.0,藤懸,,,2.0,6.3,,,栗東清水久,490(-4),201901010411,0.0,0.0,21.0,21.0,B,UHB賞,15:25発走,芝1200m(右,天候:晴,馬場:良
0,1,3,3,サラーブ,牝4,55.0,ルメー,1:43.5,,1.0,1.7,36.5,5-4-3-3,美浦木村,516(-2),201901010412,3.6,3.3,2.1,3.3,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
1,2,8,11,グッバイガール,牝3,52.0,横山典,1:43.6,1/2,2.0,3.8,36.9,1-1-1-1,美浦杉浦,492(+2),201901010412,0,0,0,0,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
2,3,1,1,ディーズフェイク,牝4,55.0,松岡,1:44.4,5,5.0,15.0,37.2,7-7-7-5,美浦藤原辰,476(-10),201901010412,6.9,6.6,4.199999999999999,4.8,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
3,4,5,5,リヴァイバル,牝6,55.0,藤岡佑,1:44.6,1.1/2,6.0,17.7,37.6,2-3-3-3,栗東岡田,498(-2),201901010412,1.5,1.8,1.8,3.0,B,ポプラ特別,16:05発走,ダ1700m(右),天候:晴,馬場:良
