,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),ID,corner1_diff,corner2_diff,corner3_diff,corner4_diff,condition,racename,racestart,racekind,raceweather,racefieldconditin
4,5,7,8,ヴィアメント,牡2,54.0,福永,2:05.1,1.1/2,2.0,6.5,37.1,3-3-3-3,美浦鹿戸,482(0),201901010605,3.5999999999999996,4.5,3.0,3.3,B,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
5,6,5,5,ブルークレール,牝2,54.0,横山和,2:05.7,3.1/2,10.0,148.6,36.9,11-11-10-9,美浦土田,450(0),201901010605,10.2,14.400000000000002,12.600000000000001,8.7,C,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
6,7,8,10,マオノエピ,牝2,53.0,☆横山武,2:05.9,1,7.0,30.2,38.2,1-1-1-1,美浦黒岩,478(0),201901010605,0,0,0,0,C,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
7,8,4,4,ジョーアドヴァンス,牡2,54.0,藤岡康,2:06.0,3/4,6.0,16.7,38.2,2-2-2-2,栗東中竹,498(0),201901010605,1.5,3.0,1.5,1.5,B,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
8,9,3,3,ゴールデンゴール,牡2,54.0,古川,2:06.1,3/4,8.0,41.2,37.9,3-4-4-7,栗東武英,498(0),201901010605,3.0,6.0,4.5,5.3999999999999995,B,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
9,10,1,1,ダンブルドア,牡2,54.0,荻野極,2:06.9,5,9.0,87.8,38.1,7-7-10-10,美浦田中清,524(0),201901010605,6.6,9.3,12.3,12.0,D,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
10,11,6,6,マイネルカガヤキ,牡2,51.0,▲菅原明,2:07.0,1/2,11.0,163.6,38.6,3-4-6-10,美浦青木,476(0),201901010605,3.3,6.3,7.5,11.7,D,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
0,1,8,13,ウォーターエデン,牝3,49.0,▲団野,1:29.2,,10.0,34.8,35.0,2-2-2,栗東岡田,470(-4),201901010606,0.0,1.5,1.5,0.3,C,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
1,2,2,2,デンセツノマジョ,牝4,55.0,横山典,1:29.4,1.1/4,9.0,17.3,34.9,4-3-3,美浦菊沢,460(+2),201901010606,0.0,4.5,3.0,1.8,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
2,3,3,3,シャンデフレーズ,牝3,52.0,池添,1:29.5,3/4,4.0,6.7,35.4,1-1-1,美浦中舘,414(-6),201901010606,0.0,0,0,0,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
3,4,4,6,クリノアリエル,牝4,55.0,松田,1:29.6,1/2,5.0,11.6,34.4,14-11-12,栗東武英,404(+6),201901010606,0.0,13.500000000000002,10.2,10.5,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
4,5,6,10,スズカフェラリー,牝4,55.0,武豊,1:29.7,1/2,3.0,6.6,34.6,10-11-10,栗東橋田,422(+4),201901010606,0.0,10.200000000000001,10.5,9.0,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
5,6,5,7,ギフトオブアート,牝3,52.0,福永,1:29.9,1.1/4,1.0,3.6,35.0,7-8-9,美浦高柳瑞,476(0),201901010606,0.0,8.1,6.8999999999999995,7.2,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
6,7,3,4,ギンコイエレジー,牝4,55.0,柴山,1:29.9,アタマ,8.0,15.5,35.1,7-5-7,栗東南井,476(+10),201901010606,0.0,7.8,4.8,5.4,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
7,8,6,9,エピローグ,牝3,52.0,荻野極,1:30.0,1/2,11.0,39.8,35.3,5-5-5,栗東小崎,460(+2),201901010606,0.0,6.0,5.1,3.6,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
8,9,1,1,フィブロライト,牝3,52.0,吉田隼,1:30.0,アタマ,7.0,14.6,35.0,10-10-10,栗東音無,418(+6),201901010606,0.0,9.9,8.7,8.7,C,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
9,10,7,12,ファストライフ,牝4,54.0,☆横山武,1:30.0,クビ,6.0,13.6,35.1,7-8-7,美浦青木,452(+2),201901010606,0.0,8.4,7.199999999999999,5.7,A,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
10,11,8,14,ラヴノット,牝4,55.0,丹内,1:30.4,2.1/2,13.0,161.0,35.9,3-3-3,美浦小西,484(+2),201901010606,0.0,3.0,3.3,2.1,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
11,12,5,8,アスカリアン,牝4,55.0,菱田,1:30.8,2.1/2,12.0,117.0,35.3,12-13-13,栗東谷,504(+32),201901010606,0.0,12.000000000000002,13.5,13.5,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
12,13,4,5,ベラソヴラーノ,牝4,55.0,横山和,1:31.6,5,14.0,203.6,35.7,12-14-14,美浦石栗,474(+4),201901010606,0.0,11.700000000000001,16.5,16.5,C,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
13,14,7,11,ラフェリシテ,牝3,52.0,藤岡康,1:31.6,ハナ,2.0,3.8,36.9,5-5-5,栗東須貝,428(+2),201901010606,0.0,6.3,5.3999999999999995,3.9,B,3歳以上1勝クラス,12:45発走,芝1500m(右,天候:晴,馬場:良
0,1,3,3,アノ,牡3,54.0,武豊,1:44.9,,1.0,4.0,36.4,12-12-12-12,栗東鈴木孝,444(-4),201901010607,15.0,14.4,11.7,9.600000000000001,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
1,2,7,12,マースゴールド,牡4,57.0,松岡,1:45.0,1/2,8.0,25.4,37.3,2-3-2-2,栗東佐々木,472(+8),201901010607,0.6,1.8,1.8,0.3,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
2,3,8,14,ウインドオブホープ,セ6,57.0,吉田隼,1:45.0,クビ,11.0,69.3,37.1,6-7-6-6,美浦石毛,538(+14),201901010607,4.199999999999999,6.6,5.1,4.2,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
3,4,8,13,ブライトアクトレス,牝3,52.0,福永,1:45.1,1/2,2.0,4.5,37.3,4-5-4-3,美浦鹿戸,498(0),201901010607,2.3999999999999995,5.1,3.5999999999999996,2.4,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
4,5,2,2,オメガレインボー,牡3,54.0,岩田康,1:45.2,1/2,4.0,5.2,37.4,4-4-4-3,栗東安田翔,440(-8),201901010607,2.0999999999999996,3.3,3.3,1.8,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
5,6,3,4,シンライ,牡3,53.0,☆横山武,1:45.2,クビ,3.0,4.6,37.7,1-1-1-1,美浦菊川,478(+8),201901010607,0,0,0,0,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
6,7,5,7,シンアンドケン,牡4,57.0,横山典,1:45.4,1.1/4,5.0,8.8,36.7,12-13-13-10,栗東本田,484(0),201901010607,14.7,15.9,13.2,7.5,C,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
7,8,4,5,タガノゴマチャン,牡3,51.0,▲団野,1:45.5,1/2,6.0,14.2,37.5,6-5-7-6,栗東加用,470(-4),201901010607,3.8999999999999995,4.8,6.6,3.9,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
8,9,4,6,スプレーモゲレイロ,セ6,57.0,勝浦,1:45.5,クビ,14.0,176.4,37.9,2-2-2-3,美浦石栗,452(+4),201901010607,0.3,0.3,1.5,2.1,D,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
9,10,6,9,ディナミーデン,牡4,57.0,服部茂,1:45.6,クビ,12.0,108.1,37.5,11-8-9-8,美浦田島,474(-4),201901010607,11.7,8.1,8.399999999999999,5.7,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
10,11,1,1,ハギノオムイデアル,牡3,54.0,池添,1:45.8,1.1/4,7.0,15.7,37.8,8-8-7-8,栗東松田,474(-6),201901010607,7.199999999999999,8.4,6.8999999999999995,6.0,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
11,12,7,11,カガスター,牡4,54.0,▲菅原明,1:46.3,3,9.0,35.7,38.0,10-11-10-10,美浦高市,448(-4),201901010607,10.2,11.4,10.2,7.8,B,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
12,13,5,8,コスモハヤテ,牡3,54.0,丹内,1:47.0,4,10.0,45.1,38.2,14-13-13-14,美浦小野,450(-4),201901010607,18.0,16.2,13.5,12.600000000000001,C,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
13,14,6,10,マイネルオニキス,牡3,54.0,国分恭,1:47.1,1/2,13.0,131.7,38.8,9-10-10-12,美浦深山,492(+6),201901010607,8.7,9.9,9.899999999999999,9.3,C,3歳以上1勝クラス,13:15発走,ダ1700m(右),天候:晴,馬場:稍
0,1,5,9,スリーケープマンボ,セ4,57.0,松田,1:09.0,,10.0,22.5,34.8,3-3,栗東武英,484(-6),201901010608,0.0,0.0,1.8,1.8,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
1,2,1,1,ブラックダンサー,牝3,52.0,国分恭,1:09.2,1,9.0,17.0,34.8,5-5,栗東高野,462(-12),201901010608,0.0,0.0,3.6,3.6,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
2,3,8,16,ノーブルプルート,牝5,52.0,▲菅原明,1:09.2,ハナ,6.0,10.8,35.3,2-2,美浦水野,490(+2),201901010608,0.0,0.0,0.3,0.3,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
3,4,8,15,メイショウコミチ,牝3,52.0,横山典,1:09.4,1.1/4,8.0,15.6,35.0,5-5,栗東本田,446(+6),201901010608,0.0,0.0,3.9,3.9,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
4,5,7,13,ホッコーメヴィウス,セ3,51.0,▲団野,1:09.5,1/2,2.0,4.6,34.8,7-7,栗東西浦,468(-2),201901010608,0.0,0.0,5.7,5.7,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
5,6,2,4,スズカユース,牝3,52.0,丹内,1:09.5,ハナ,4.0,7.5,34.8,7-7,美浦伊藤圭,448(+2),201901010608,0.0,0.0,5.4,5.4,C,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
6,7,6,11,リーゼントアイリス,牝4,55.0,松岡,1:09.7,1.1/2,11.0,34.8,35.6,3-3,栗東矢作,426(+10),201901010608,0.0,0.0,2.1,2.1,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
7,8,7,14,ドゥモワゼル,牝5,55.0,勝浦,1:09.8,3/4,13.0,54.0,34.9,9-9,美浦粕谷,460(+2),201901010608,0.0,0.0,7.5,7.5,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
8,9,5,10,ピュアドリーマー,牝3,51.0,☆坂井,1:09.9,3/4,7.0,15.0,36.0,1-1,栗東高柳大,450(-6),201901010608,0.0,0.0,0,0,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
9,10,3,6,マイキャラット,牝4,55.0,岩田康,1:10.0,クビ,14.0,54.6,34.4,14-12,美浦小島,454(-14),201901010608,0.0,0.0,13.8,10.5,C,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
10,11,4,7,メイショウベルボン,牝5,55.0,藤岡康,1:10.2,1.1/2,1.0,4.3,35.3,9-9,栗東南井,444(-6),201901010608,0.0,0.0,7.2,7.2,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
11,12,1,2,ラガーユミリン,牝5,55.0,池添,1:10.5,2,12.0,47.1,35.3,11-11,栗東池添兼,464(+6),201901010608,0.0,0.0,10.5,9.0,C,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
12,13,3,5,ハービーボンズ,セ4,57.0,吉田隼,1:10.6,クビ,15.0,110.4,35.4,11-12,美浦中川,430(0),201901010608,0.0,0.0,10.8,10.8,B,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
13,14,2,3,エターナルブレイズ,牝3,51.0,☆横山武,1:10.6,クビ,3.0,6.6,34.6,16-15,美浦金成,476(+2),201901010608,0.0,0.0,16.8,16.8,C,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
14,15,4,8,ワールドウォッチ,牡3,54.0,藤岡佑,1:10.7,クビ,5.0,10.4,35.3,13-14,栗東藤岡,494(-2),201901010608,0.0,0.0,12.3,13.8,C,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
15,16,6,12,ルア,牝5,55.0,黛,1:11.2,3,16.0,261.3,35.4,15-15,美浦田中清,486(-2),201901010608,0.0,0.0,15.3,17.1,C,3歳以上1勝クラス,13:45発走,芝1200m(右,天候:晴,馬場:良
0,1,8,13,フォークテイル,牝3,52.0,池添,1:48.6,,4.0,9.2,35.1,5-5-5-3,美浦中川,436(-2),201901010609,5.3999999999999995,5.1,5.1,2.4,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
1,2,1,1,ペレ,牝3,52.0,福永,1:48.9,2,1.0,2.3,35.2,5-7-7-6,美浦奥村武,454(+20),201901010609,4.8,6.6,6.8999999999999995,4.5,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
2,3,3,3,ミモザイエロー,牝3,52.0,武豊,1:49.1,1,2.0,4.2,35.7,2-3-4-3,美浦戸田,458(0),201901010609,1.5,3.0,3.3,1.8,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
3,4,6,9,ホウオウジャンプ,牡5,57.0,藤岡康,1:49.1,ハナ,5.0,11.0,35.1,12-11-10-9,美浦池上,498(-8),201901010609,13.5,11.700000000000001,9.0,6.0,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
4,5,3,4,ラブラブラブ,牝4,55.0,松岡,1:49.2,3/4,8.0,60.0,34.8,14-14-13-13,美浦大和田,458(-6),201901010609,15.0,13.500000000000002,12.3,9.6,C,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
5,6,4,6,ミリオンドリームズ,牝3,49.0,▲団野,1:49.2,アタマ,3.0,4.3,35.7,5-5-5-6,美浦藤沢和,520(0),201901010609,5.1,4.8,4.8,4.2,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
6,7,7,11,アイネバーフェイル,牝4,55.0,岩田康,1:49.3,クビ,9.0,74.6,36.2,1-1-1-1,美浦岩戸,466(-2),201901010609,0,0,0,0,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
7,8,2,2,ウォーターミリオン,牡6,57.0,国分恭,1:49.5,1.1/2,13.0,193.4,35.9,12-9-7-6,栗東田所,450(+8),201901010609,13.2,9.6,6.6,3.9,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
8,9,4,5,スカイシアター,牝3,51.0,☆横山武,1:49.6,1/2,7.0,39.8,35.7,8-8-10-11,美浦高柳瑞,412(-6),201901010609,8.399999999999999,8.1,9.3,8.1,B,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
9,10,7,12,クレーリッチェ,牝3,52.0,丹内,1:49.7,クビ,10.0,90.9,36.5,2-2-2-2,美浦水野,414(-3),201901010609,1.8,1.5,1.5,0.3,C,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
10,11,8,14,リュクスポケット,牡4,57.0,藤岡佑,1:50.4,4,6.0,14.6,37.1,4-3-2-3,栗東庄野,512(0),201901010609,3.3,3.3,1.8,2.1,C,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
11,12,5,7,ウォーターファラオ,牡3,54.0,古川,1:50.6,1.1/2,12.0,148.3,36.6,8-11-10-11,栗東岡田,442(-4),201901010609,8.7,11.4,8.7,7.8,C,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
12,13,5,8,スーペルゴラッソ,牡3,54.0,加藤,1:50.7,3/4,11.0,116.2,37.0,10-9-7-9,栗東加用,496(-8),201901010609,10.2,9.9,7.199999999999999,6.3,C,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
13,14,6,10,トウキョウコール,牡5,57.0,黛,1:52.2,9,14.0,400.9,37.7,11-11-13-14,美浦天間,444(-14),201901010609,11.7,12.000000000000002,12.600000000000001,12.6,C,3歳以上1勝クラス,14:15発走,芝1800m(右,天候:晴,馬場:良
0,1,7,12,カウディーリョ,牡3,54.0,藤岡佑,2:01.1,,1.0,3.4,34.6,5-4-5-3,美浦堀,448(+8),201901010610,5.1,5.1,5.1,3.5999999999999996,A,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
1,2,4,6,サンシロウ,牡5,57.0,勝浦,2:01.1,クビ,5.0,10.2,34.2,7-7-6-6,美浦柄崎,496(0),201901010610,6.6,8.1,8.4,5.3999999999999995,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
2,3,1,1,ハウエバー,牡5,57.0,坂井,2:01.2,1/2,12.0,63.9,34.8,3-4-3-3,美浦和田郎,424(-2),201901010610,3.0,4.8,3.3,3.0,C,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
3,4,5,7,トミケンボハテル,牡5,57.0,菅原明,2:01.2,ハナ,10.0,35.6,35.3,1-1-1-1,美浦武市,492(-10),201901010610,0,0,0,0,C,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
4,5,7,11,マハヴィル,牡4,57.0,柴山,2:01.5,1.3/4,4.0,8.8,34.6,5-6-6-6,栗東上村,430(+2),201901010610,4.8,6.6,8.1,5.1,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
5,6,2,2,フォーラウェイ,牡6,57.0,松田,2:01.6,3/4,8.0,21.6,34.4,9-9-8-9,栗東北出,444(+2),201901010610,12.6,12.6,9.9,8.399999999999999,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
6,7,8,14,イノセントミューズ,牝3,52.0,福永,2:01.6,クビ,2.0,3.6,34.5,8-8-8-8,栗東笹田,462(-4),201901010610,9.6,11.1,10.200000000000001,6.8999999999999995,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
7,8,4,5,プレシャスブルー,牡5,57.0,岩田康,2:01.7,クビ,9.0,33.4,34.4,12-12-10-9,美浦相沢,438(0),201901010610,18.9,15.9,11.700000000000001,8.7,C,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
8,9,6,10,ウォーターパルフェ,牡4,57.0,武豊,2:01.7,クビ,6.0,10.7,34.4,9-9-10-11,栗東田所,480(+2),201901010610,12.9,12.9,12.000000000000002,10.2,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
9,10,6,9,クラサーヴィツァ,牝3,52.0,荻野極,2:02.0,1.1/2,7.0,11.6,35.7,3-3-3-3,美浦武井,442(-2),201901010610,3.3,3.3,3.5999999999999996,3.3,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
10,11,3,3,トータルソッカー,牡5,57.0,横山武,2:02.4,2.1/2,3.0,6.8,36.5,2-2-2-2,美浦菊川,514(+6),201901010610,1.5,0.3,0.3,1.5,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
11,12,5,8,エニグマバリエート,牡7,57.0,菱田,2:02.4,アタマ,13.0,134.5,34.6,12-12-13-13,美浦戸田,494(-6),201901010610,19.2,16.2,15.000000000000002,13.2,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
12,13,3,4,メイショウテンシャ,牡5,57.0,池添,2:02.5,クビ,11.0,38.7,35.0,11-11-12-12,栗東池添兼,466(-6),201901010610,15.9,14.4,13.500000000000002,11.7,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
13,14,8,13,プティットクルール,牝5,55.0,団野,2:03.0,3,14.0,333.1,34.9,14-14-14-14,栗東宮,444(-12),201901010610,22.2,19.2,18.0,14.7,B,HTB賞,14:50発走,芝2000m(右,天候:晴,馬場:良
0,1,3,4,モズアトラクション,牡5,56.0,藤岡康,1:41.9,,2.0,6.1,36.0,11-10-8-5,栗東松下,492(-2),201901010611,14.100000000000001,14.700000000000001,10.8,6.3,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
1,2,8,13,ハイランドピーク,牡5,57.0,横山和,1:42.2,1.1/2,10.0,31.4,36.6,7-7-6-4,美浦土田,464(-4),201901010611,9.3,9.9,7.8,4.8,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
2,3,4,6,サトノティターン,牡6,57.0,藤岡佑,1:42.4,1.1/4,4.0,10.0,36.0,11-12-11-9,美浦堀,580(+10),201901010611,14.400000000000002,16.5,15.900000000000002,11.700000000000001,A,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
3,4,7,11,レッドアトゥ,牝5,54.0,福永,1:42.4,アタマ,7.0,15.5,36.5,8-8-8-7,栗東松田,454(-4),201901010611,11.100000000000001,11.700000000000001,11.100000000000001,8.4,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
4,5,8,14,リアンヴェリテ,牡5,56.0,国分恭,1:42.4,ハナ,3.0,6.6,37.7,2-2-2-1,栗東中竹,488(-2),201901010611,0.3,0.3,0.3,0,A,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
5,6,5,7,タイムフライヤー,牡4,56.0,池添,1:42.4,クビ,5.0,12.2,37.4,4-3-3-2,栗東松田,484(+18),201901010611,3.3,2.1,3.3,3.3,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
6,7,7,12,グリム,牡4,57.0,武豊,1:43.0,3.1/2,1.0,2.1,37.3,5-5-7-7,栗東野中,506(-4),201901010611,6.3,8.4,9.3,8.1,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
7,8,2,2,テーオーエナジー,牡4,57.0,岩田康,1:43.7,4,6.0,14.1,38.3,6-5-5-5,栗東宮,510(0),201901010611,7.8,8.1,6.3,6.6,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
8,9,4,5,モルトベーネ,牡7,56.0,服部茂,1:43.9,1.1/2,14.0,215.5,37.9,8-8-10-9,地方田中淳,472(-22),201901010611,10.8,11.4,12.600000000000001,11.4,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
9,10,6,9,サングラス,牡8,56.0,古川,1:44.1,1,11.0,102.7,37.5,13-13-13-11,栗東谷,502(0),201901010611,17.400000000000002,18.0,17.700000000000003,15.000000000000002,C,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
10,11,3,3,ドリームキラリ,牡7,56.0,坂井,1:44.1,クビ,8.0,15.7,39.5,1-1-1-2,栗東矢作,498(-2),201901010611,0,0,0,3.0,A,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
11,12,5,8,メイショウスミトモ,牡8,57.0,柴山,1:44.2,クビ,12.0,191.8,37.9,10-10-11-11,栗東南井,466(-4),201901010611,12.600000000000001,15.000000000000002,15.600000000000001,14.700000000000001,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
12,13,6,10,リーゼントロック,牡8,56.0,松岡,1:44.5,2,13.0,198.8,37.8,13-14-13-13,栗東矢作,528(+16),201901010611,17.700000000000003,19.5,17.400000000000002,16.8,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
13,14,1,1,マルターズアポジー,牡7,56.0,菱田,1:47.7,大,9.0,28.3,42.5,3-3-4-13,美浦堀井,530(-2),201901010611,1.8,1.8,4.8,16.5,B,エルムS,15:25発走,ダ1700m(右),天候:晴,馬場:稍
0,1,4,6,ビービーガウディ,牡5,55.0,吉田隼,1:44.2,,7.0,13.6,37.0,8-8-8-8,美浦久保田,476(+2),201901010612,8.399999999999999,12.6,6.8999999999999995,5.699999999999999,C,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
1,2,8,13,キタサンタイドー,牡4,55.0,福永,1:44.4,1.1/4,5.0,10.9,37.5,6-7-5-2,栗東清水久,508(-20),201901010612,5.3999999999999995,9.6,5.3999999999999995,1.8,C,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
2,3,8,14,スズカロング,牡5,54.0,藤岡康,1:44.6,1.1/4,9.0,19.1,37.5,8-9-8-4,栗東橋田,488(+4),201901010612,8.7,14.1,7.199999999999999,3.8999999999999995,B,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
3,4,5,8,ケルティックソード,牡6,56.0,横山典,1:44.7,3/4,1.0,3.2,37.9,4-3-3-2,栗東須貝,488(-2),201901010612,3.3,3.3,3.0,1.5,B,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
4,5,2,2,マイネルカイノン,牡4,56.0,丹内,1:44.8,1/2,8.0,15.8,37.4,11-11-11-10,栗東宮,506(+2),201901010612,13.2,18.6,9.3,7.799999999999999,C,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
5,6,3,3,フォルツァエフ,牡4,55.0,武豊,1:45.0,1.1/2,2.0,4.5,38.5,1-1-1-1,栗東森,478(-2),201901010612,0,0,0,0,B,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
6,7,5,7,マイネルボルソー,牡8,53.0,国分恭,1:45.2,1.1/4,14.0,223.2,38.1,12-11-8-4,美浦中野,488(+8),201901010612,14.7,18.900000000000002,7.499999999999999,4.199999999999999,C,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
7,8,7,12,リョウランヒーロー,牡5,54.0,横山武,1:45.3,3/4,3.0,6.6,37.7,13-13-13-12,美浦小野,472(-4),201901010612,16.2,20.400000000000002,11.100000000000001,9.600000000000001,B,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
8,9,3,4,スパイスマジック,セ4,54.0,松岡,1:45.3,アタマ,10.0,19.4,37.9,10-10-11-10,美浦杉浦,468(-22),201901010612,11.7,17.1,9.0,7.499999999999999,C,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
9,10,6,10,クラシコ,牡7,56.0,岩田康,1:45.5,1,4.0,9.2,38.5,6-6-5-4,栗東橋口,514(-4),201901010612,5.1,8.1,4.8,3.3,B,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
10,11,6,9,キングラディウス,牡6,51.0,原田和,1:45.5,アタマ,11.0,36.7,38.7,4-5-3-8,美浦南田,472(+2),201901010612,3.5999999999999996,6.6,3.3,5.999999999999999,C,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
11,12,1,1,リアリスト,牡6,54.0,池添,1:45.7,1.1/4,6.0,12.5,38.1,14-14-13-14,美浦相沢,480(-2),201901010612,17.7,21.900000000000002,10.8,11.100000000000001,B,大雪HC,16:05発走,ダ1700m(右),天候:晴,馬場:稍
